dino_fake_1880_title_9;Sauropods;;Sauropoden;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1880_9;This new group of dinosaurs exceeds by far the size of the largest land animals known. Atlantosaurus, Titanosaurus, Morosaurus, Apatosaurus and Diplodocus are some of them.;;Diese neue Dinosaurier-Gruppe überragt alle bekannten Landtiere bei Weitem in Körpergröße. Atlantosaurus, Titanosaurus, Morosaurus, Apatosaurus und Diplodocus sind einige von ihnen.;;;;;;;;;;;x,,,,,,,,
dino_fake_1880_title_10;Ceratops;;Ceratops;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1880_10;A new kind of horned dinosaur was discovered by Prof. Marsh. This animal shows that the diversity of these great saurians is bigger than suspected.;;Neue Art gehörnter Dinosaurier von Prof. Marsh entdeckt. Das Tier beweist, dass die Artenvielfalt dieser riesigen Saurier größer ist als angenommen.;;;;;;;;;;;x,,,,,,,,,,,,,
dino_fake_1880_title_11;Allosaurus;;Allosaurus;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1880_11;This big carnivorous dinosaur surely did come out from some nightmare. The skull with its big teeth is terrifying, Prof. Marsh reports.;;Dieser große, fleischfressende Dinosaurier entsprang sicher einem Albtraum. Der Schädel mit seinen riesigen Zähnen ist angsteinflößend, sagt Prof. Marsh.;;;;;;;;;;;x,,,,,,,,,,,
dino_fake_1880_title_12;Ceratosaurus;;Ceratosaurus;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1880_12;The discovery of ankylosed (fused) metatarsal bones of a dinosaur called Ceratosaurus brings birds and dinosaurs closer together, O.C. Marsh says.;;Die Entdeckung ankylosierter (verschmolzener) Mittelfußknochen eines Dinosauriers namens Ceratosaurus bringt Vögel und Dinosaurier, laut O.C. Marsh, näher zusammen.;;;;;;;;;;;x,,,,,,,,,,,
dino_fake_1880_title_13;Coelophysis;;Coelophysis;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1880_13;Prof. Cope reports on a new species of dinosaur named Coelophysis, which means “hollow form”, a characteristic of the bones of dinosaurians.;;Prof. Cope meldete eine neue Dinosaurierspezies namens Coelophysis, was soviel wie “hohle Form” bedeutet, ein Charaktermerkmal von Dinosaurierknochen.;;;;;;;;;;;x,,,,,,,,,,
dino_fake_1880_title_14;Amphicoelias fragillimus;;Amphicoelias fragillimus;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1880_14;Prof. Cope described a new species of dinosaur named Amphicoelias fragillimus. The dimensions of the vertebra and the femur are so big that the true size of the beast should remain unknown.;;Prof. Cope beschrieb eine neue Dinosaurierspezies namens Amphicoelias fragillimus. Wirbel- und Oberschenkelknochen sind so riesig, dass die wahre Größe dieser Bestie nicht erahnt werden kann.;;;;;;;;;;;x,,,,,,,,,,,,,
dino_fake_1880_title_15;Camarasaurus;;Camarasaurus;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1880_15;A big saurian, this stocky beast, described by E.D. Cope, was fortunately an herbivore, saving our minds from even bigger nightmares.;;Dieses untersetzte Biest war laut Beschreibungen von E.D. Cope ein großer Saurier. Glücklicherweise ein Pflanzenfresser, was uns weitere Albträume erspart.;;;;;;;;;;;x ,,,,,,,,,
dino_fake_1890_title_1;Triceratops;;Triceratops;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1890_1;O.C. Marsh announces that the horned skull of a species he previously believed to be a large and unusual Pliocene mammal, alike to a bison, in fact belongs to a dinosaur he names Triceratops.;;Laut O.C. Marsh gehört gehörnter Schädel, den er erst einem großen, ungewöhnlichen Säugetier, ähnlich dem Bison, zuordnete, in Wirklichkeit zu einem von ihm Triceratops getauften Dinosaurier.;;;;;;;;;;;x,,,,,,,
dino_fake_1890_title_2;Warfare of Scientists;;Krieg der Forscher;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1890_2;Outraged by the government attempt to confiscate his bone collection, Cope inspires a series of publications in the 'New York Herald' lambasting Marsh and his political allies in the USGS.;;Eine Reihe von Veröffentlichungen im 'New York Herald' attackieren Marsh und seine politischen Verbündeten im USGS, nach dem Versuch der Regierung, Copes Knochensammlung zu konfiszieren.;;;;;;;;;;;x,,,,,,,,,,,
dino_fake_1890_title_3;USGS funding cut;;USGS-Finanzierung gekürzt;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1890_3;In the light of recent reports of fund mishandling and favoritism within the United States Geological Survey, Congress cuts agency's funding, disbanding the Chief Paleontologist's office.;;Nach Meldungen von Fördermittel-Missbrauch und Vetternwirtschaft in der United States Geological Survey, kürzt Kongress die Finanzierung der Behörde und schließt Büro des Chef-Paläontologen.;;;;;;;;;;;x,,,,,,,,,,,
dino_fake_1890_title_4;Torosaurus;;Torosaurus;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1890_4;This horned dinosaur possessed one the biggest heads of any animal known. The frill of this species is incredibly elongated, much more than in Triceratops.;;Dieser gehörnte Dinosaurier besitzt einen der größten Köpfe unter den bekannten Tieren. Die Nackenkrause dieser Spezies ist unglaublich lang gestreckt, weit mehr als beim Triceratops.;;;;;;;;;;;x,,,,,,,,,,,,
dino_fake_1900_title_1;Cope's Skull;;Copes Schädel;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1900_1;Cope is reported to have donated his skull to science following his death, to be compared with Marsh's skull and resolve the conflict by measuring the intellectual prowess of both rivals.;;Laut Berichten spendete Cope nach seinem Tod seinen Schädel der Wissenschaft, um mit Marshs Schädel durch Messung des Intellekts beider Rivalen verglichen zu werden und den Streit beizulegen.;;;;;;;;;;;x,,,,,,,,,,,,
dino_fake_1900_title_2;Marsh's skull;;Marshs Schädel;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1900_2;Marsh rejects Cope's final challenge, refusing to donate his skull and exacting vengeance by condemning his rival's skull to be forever stored in a crate at the University of Pennsylvania.;;Marsh verweigert sich Copes letzter Herausforderung. Er spendet seinen Schädel nicht und übt Rache an seinem Rivalen, indem er Copes Schädel in einer Kiste in der Universität von Pennsylvania lagern lässt.;;;;;;;;;;;x ,,,,,,,,,,,,
dino_fake_1920_title_1;Velociraptor;;Velociraptor;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1920_1;The new species discovered in Mongolia by Peter Kaisen is believed to have been an intelligent pack hunter. Mr. Kaisen could be heard referring to the recovered specimen as a 'clever girl'.;;Diese von Peter Kaisen in der Mongolei entdeckte, neue Spezies war scheinbar ein intelligenter Rudeljäger. Mr. Kaisen wird mit den Worten 'ein cleveres Mädel' zitiert.;;;;;;;;;;;x,,,,,,,,,,,,,
dino_fake_1930_title_1;Nyasasaurus;;Nyasasaurus;;;;;;;;;;;x,,,,,,,,,,,,,,
dino_fake_1930_1;Fossils of Nyasasaurus discovered near Lake Nyasa in Southern Tanzania by Francis 'Rex' Parrington. Remains are vastly incomplete, but they are claimed to predate any other known dinosaur.;;Nyasasaurus-Fossilien am See Nyasa in Süd-Tansania von Francis 'Rex' Parrington entdeckt. Die Überreste sind sehr unvollständig, sollen aber älter als alle anderen bekannten Dinosaurier sein.;;;;;;;;;;;x ,,,,,,,,,,,,
EDITORIAL_ABSMON;Editorial: why it is right and proper to hate anti-legitimists - providence itself demands it! Why, these ne’er-do-wells would have the peasant rabble govern themselves (see page 10) ;;Redaktionelles: warum es richtig und angemessen ist, Anti-Legitimisten zu hassen – die Weitsicht verlangt es!Tunichtgute würden Bauerngesindel sich selbst regieren lassen (weiter auf S. 10);;;;;;;;;x;;,,,,,,,,,,,,
EDITORIAL_BOURDICT;Editorial: why it is right to hate the poor – your own rational self-interest demands it! Why, these parasitic gutter people choose to be poor. Show pity to them at your peril. (see page 10);;Redaktionelles: warum es richtig ist, die Armen zu hassen – der rationale Egoismus verlangt es! Dieser parasitäre Abschaum hat die Armut gewählt. Mitleid auf eigenes Risiko. (mehr auf S. 10);;;;;;;;;x;;,,,,,,,,,,,,
EDITORIAL_CONMON;Editorial: why it is right to hate republicans - stability demands it! Why, without a figurehead to smile benevolently upon us, intrigue and the guillotine will destroy us all (page 10);;Redaktionelles: warum es richtig ist, Republikaner zu hassen – Stabilität verlangt es! Ohne gütig auf uns herablächelnden Repräsentanten werden Intrigen und Guillotine unser Ende sein (S. 10);;;;;;;;;x;;,,,,,,,,,,,
EDITORIAL_DEMOCRACY;Editorial: why it is right to hate revolutionaries of every stripe - because they cannot be bribed! Why, men of such zeal and ridgid doctrinism show no respect for the rule of law (pg. 10);;Redaktionelles: warum es richtig ist, Revolutionäre aller Couleur zu hassen – sie sund unbestechlich! Männer mit solchem Eifer und starren Doktrinen haben keinerlei Respekt vor Gesetz (S. 10);;;;;;;;;x;;,,,,,,,,,,,,
EDITORIAL_FASCDICT;Editorial: why it is right to hate the parasites – the party demands it! Why, even the lowliest village baker is an exploiter of the masses. Eradicating the rich will free us all (see page 10);;Redaktionelles: warum es richtig ist, Parasiten zu hassen – die Partei verlangt es! Selbst kleinster Dorfbäcker nutzt Massen aus. Die Reichen auszumerzen, wird uns befreien (mehr auf S. 10).;;;;;;;;;x;;,,,,,,,,,,,
EDITORIAL_PRESDICT;Editorial: why it is right to hate subversives – the President demands it! Why, these criminals only yesterday crudely vandalised a marble statue of his Excellency in the capital (see page 10);;Redaktionelles: warum es richtig ist, Staatsfeinde zu hassen – Präsident verlangt es! Erst gestern haben diese Kriminellen Statue Seiner Exzellenz in Hauptstadt schändlich vandalisiert (S. 10);;;;;;;;;x;;,,,,,,,,,,,,
EDITORIAL_PROLDICT;Editorial: why it is right to hate the parasites – the party demands it! Why, even the lowliest village baker is an exploiter of the masses. Eradicating the rich will free us all (see page 10);;Redaktionelles: warum es richtig ist, Parasiten zu hassen – die Partei verlangt es! Selbst kleinster Dorfbäcker nutzt Massen aus. Die Reichen auszumerzen, wird uns befreien (mehr auf S. 10).;;;;;;;;;x;;,,,,,,,,,,,
EDITORIAL_PRUCON;Editorial: why it is right to hate reformists of every stripe - the natural order demands it! Why, these liberal speculators and cosmopolitans would run our nation as a whorehouse (see page 10);;Redaktionelles: warum es richtig ist, Reformisten aller Couleur zu hassen – die Natur gebietet es! Liberale Spekulanten und Kosmopoliten würden unsere Nation wie Bordell führen (mehr auf S. 10);;;;;;;;;x;;,,,,,,,,,,,,
FAKE_Cthulhu;Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn;;Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn;;;;;;;;;x;;,,,,,,,,,,,,,,
FAKE_UNKNOWN;Promising new writer Ellis Bell has written a fascinating look into matters of love in the moors of Yorkshire in Wuthering Heights. We look forward to seeing more from this young man.;;Der junge Schriftsteller Ellis Bell schrieb faszinierende Einsichten in Liebesdinge im Moor von Yorkshire in Wuthering Heights. Wir freuen uns auf weitere Arbeiten dieses jungen Mannes.;;;;;;;;;x;;,,,,,,,,,,,,,,
FAKE_UNKNOWN;Literary scandal! Wuthering Heights writer Ellis Bell is in fact a woman named Emily Brontë! The novel's popularity continues unabated as the petticoats of London sigh for Heathcliff.;;Literaturskandal! Wuthering Heights Autor Ellis Bell ist in Wirklichkeit eine Frau namens Emily Brontë! Popularität des Romans ungebrochen, Londons Frauenherzen schmachten nach Heathcliff.;;;;;;;;;x;;,,,,,,,,,,,,,
FAKE_UNKNOWN;Richard Francis Burton, translator of The Thousand and one Nights and Kama Sutra, has infiltrated the hajj in Mecca. For his exclusive account of his travels, see p10.;;Der Übersetzer von Tausendundeine Nacht und dem Kamasutra, Richard Francis Burton, infiltrierte den Haddsch in Mekka. Exklusiver Reisebericht auf Seite 10.;;;;;;;;;x;;,,,,,,,,,
FAKE_UNKNOWN;Actress Virginia Rappe found dead in Fatty Arbuckle's New York hotel suite. It is time to rein in the Hollywood playboys and their degenerate films before they ruin our nation's moral values.;;Schauspielerin Virginia Rappe tot in Fatty Arbuckles Hotelsuite in New York aufgefunden. Zeit, die Playboys und dekadenten Filme Hollywoods zu zügeln, oder die Moral der Nation geht zugrunde.;;;;;;;;;x;;,,,,,,,,,,,,
FAKE_UNKNOWN;George Gershwin's new composition Rhapsody in Blue mixes classical and jazz stylings to create a sophisticated-yet-playful bridge of old and new sounds befitting of our modern era.;;George Gershwins neue Komposition Rhapsody in Blue vermischt klassische Elemente mit Jazz, um eine verspielte Brücke zw. alter und neuer Musik zu schlagen, die zu unserer modernen Zeit passt.;;;;;;;;;x;;,,,,,,,,,,,,
FAKE_UNKNOWN;F. Scott and Zelda Fitzgerald depart New York to seek a brighter future in the American expatriate community in Paris. It seems all the most talented Americans end up in Paris eventually.;;F. Scott und Zelda Fitzgerald verlassen New York, um eine bessere Zukunft in der amerik. Gemeinschaft in Paris zu suchen. Scheinbar landen alle talentierten Amerikaner neuerdings in Paris.;;;;;;;;;x;;,,,,,,,,,,,,,
FAKE_UNKNOWN;In yet another unintended side effect of the Volstead Act's prohibition of alcohol, Americans are pioneering a variety of new cocktails in an attempt to make bootleg alcohol palatable.;;Ein weiterer Seiteneffekt des Alkoholverbots des Valstead Acts: Amerikaner sind wegweisend in der Erfindung neuer Cocktails, um schwarzgebrannten Alkohol trinkbar zu machen.;;;;;;;;;x;;,,,,,,,,,,,,
GOODS_PRICE_DOWN_TITLE_LARGE;PRICES COLLAPSE!;;PREISE KOLLABIEREN!;;;;;;;;;;;x,,,,,,,,,,,,,,
GOODS_PRICE_DOWN_LARGE;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has dropped like a rock! Worldwide, producers of $STRING_0_1$ are desperately trying to shift their production to other goods to make up for their losses.;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise für $STRING_0_1$ rapide gesunken! Hersteller von $STRING_0_1$ versuchen weltweit verzweifelt, ihre Produktion auf andere Güter umzustellen, um Verluste abzufangen.;;;;;;;;;;;x,,,,,,,,,,,
GOODS_PRICE_DOWN_TITLE_MEDIUM;PRICES COLLAPSE!;;PREISE KOLLABIEREN!;;;;;;;;;;;x,,,,,,,,,,,,,,
GOODS_PRICE_DOWN_MEDIUM;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has dropped like a rock! Worldwide, producers of $STRING_0_1$ are desperately trying to shift their production to other goods to make up for their losses;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise für $STRING_0_1$ rapide gesunken! Hersteller von $STRING_0_1$ versuchen weltweit verzweifelt, ihre Produktion auf andere Güter umzustellen, um Verluste abzufangen.;;;;;;;;;;;x,,,,,,,,,,,
GOODS_PRICE_DOWN_TITLE_SMALL;PRICES COLLAPSE!;;PREISE KOLLABIEREN!;;;;;;;;;;;x,,,,,,,,,,,,,,
GOODS_PRICE_DOWN_SMALL;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has dropped like a rock!;;In den letzten $VALUE_INT_0_0$ Monaten sind die Preise für $STRING_0_1$ rapide gesunken!;;;;;;;;;;;x,,,,,,,,,,,,,,
GOODS_PRICE_UP_TITLE_LARGE;PRICES RISE!;;PREISE STEIGEN!;;;;;;;;;;;x,,,,,,,,,,,,,,
GOODS_PRICE_UP_LARGE;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has steadily risen. Capitalists and Artisans worldwide scramble to produce more $STRING_0_1$ to meet the ever-increasing demands of the market.;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen. Kapitalisten und Handwerker rotieren weltweit, um mehr $STRING_0_1$ zu produzieren, um die Nachfrage zu befriedigen.;;;;;;;;;;;x,,,,,,,,,,,,
GOODS_PRICE_UP_TITLE_MEDIUM;PRICES RISE!;;PREISE STEIGEN!;;;;;;;;;;;x,,,,,,,,,,,,,,
GOODS_PRICE_UP_MEDIUM;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has steadily risen. Capitalists and Artisans worldwide scramble to produce more $STRING_0_1$ to meet the ever-increasing demands of the market.;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen. Kapitalisten und Handwerker rotieren weltweit, um mehr $STRING_0_1$ zu produzieren, um die Nachfrage zu befriedigen.;;;;;;;;;;;x,,,,,,,,,,,,
GOODS_PRICE_UP_TITLE_SMALL;PRICES RISE!;;PREISE STEIGEN!;;;;;;;;;;;x,,,,,,,,,,,,,,
GOODS_PRICE_UP_SMALL;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has steadily risen!;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen!;;;;;;;;;;;x,,,,,,,,,,,,,,
gwar_we_lose_large_title;A SHAMEFUL DAY.\nPEACE WITH $TAG_2_0_UPPER$ SIGNED!;;EIN TAG DER SCHANDE.\nFRIEDEN MIT $TAG_2_0_UPPER$ UNTERZEICHNET!;;;;;;;;;;;x,,,,,,,,,,,,,,
gwar_we_lose_large_desc;On $DATE_LONG_1$ the Great war against $TAG_2_0$ ended in our shameful defeat. The war, known as $STRING_0_0$, raged from $DATE_SHORT_0$ over $STRING_9_0$, and in the end the result was $STRINGS_LIST_4$.;;Am $DATE_LONG_1$ endete der  Krieg gegen $TAG_2_0$ mit unserer schändlichen Niederlage. Der Krieg, $STRING_0_0$, wütete von $DATE_SHORT_0$ über $STRING_9_0$ und am Ende stand $STRINGS_LIST_4$.;;;;;;;;;;;x,,,,,,,,,
gwar_we_lose_medium_title;PEACE WITH $TAG_2_0_UPPER$!;;FRIEDEN MIT $TAG_2_0_UPPER$!;;;;;;;;;;;x,,,,,,,,,,,,,,
gwar_we_lose_medium_desc;On $DATE_LONG_1$ the Great War between $TAG_0_0$ and $TAG_1_0$ ended in our shameful defeat. The war, known as $STRING_0_0$, raged from $DATE_SHORT_0$ over $STRING_9_0$.;;Am $DATE_LONG_1$ endete der Krieg zwischen $TAG_0_0$ und $TAG_1_0$ mit unserem Sieg. Der Krieg, bekannt als $STRING_0_0$, wütete von $DATE_SHORT_0$ über $STRING_9_0$.;;;;;;;;;;;x,,,,,,,,,,
gwar_we_lose_small_title;Peace with $TAG_2_0$;;Frieden mit $TAG_2_0$;;;;;;;;;;;x,,,,,,,,,,,,,,
gwar_we_lose_small_desc;$STRING_0_0$ has ended with our defeat at the hands of $TAG_2_0$;;$STRING_0_0$ endete mit unserer Niederlage durch $TAG_2_0$;;;;;;;;;;;x,,,,,,,,,,,,,,
gwar_we_win_large_title;$TAG_3_0_UPPER$ SURRENDERS!;;$TAG_3_0_UPPER$ GIBT AUF!;;;;;;;;;;;x,,,,,,,,,,,,,,
gwar_we_win_large_desc;On $DATE_LONG_1$ the Great War between $TAG_0_0$ and $TAG_1_0$ ended in our glorious victory. The war, known as $STRING_0_0$, raged from $DATE_SHORT_0$ over $STRING_9_0$, and in the end the result was $STRINGS_LIST_4$.;;Am $DATE_LONG_1$ endete der Große Krieg zwischen $TAG_0_0$ und $TAG_1_0$ mit unserem glorreichen Sieg. Der Krieg, bekannt als $STRING_0_0$, wütete von $DATE_SHORT_0$ über $STRING_9_0$, an dessen Ende das Ergebis feststand: $STRINGS_LIST_4$.;;;;;;;;;;;x,,,,,,,,
gwar_we_win_medium_title;ARMISTICE SIGNED!\n VICTORY!;;WAFFENRUHE UNTERZEICHNET!\n SIEG!;;;;;;;;;;;x,,,,,,,,,,,,,,
gwar_we_win_medium_desc;On $DATE_LONG_1$ the Great War between $TAG_0_0$ and $TAG_1_0$ ended in our glorious victory. The war, known as $STRING_0_0$, raged from $DATE_SHORT_0$ over $STRING_9_0$.;;Am $DATE_LONG_1$ endete der Große Krieg zwischen $TAG_0_0$ und $TAG_1_0$ mit unserem glorreichen Sieg. Der Krieg, bekannt als $STRING_0_0$, wütete von $DATE_SHORT_0$ über $STRING_9_0$.;;;;;;;;;;;x,,,,,,,,,,
gwar_we_win_small_title;Victory over $TAG_3_0$!;;Sieg über $TAG_3_0$!;;;;;;;;;;;x,,,,,,,,,,,,,,
gwar_we_win_small_desc;$STRING_0_0$ has ended with the defeat of $TAG_3_0$.;;$STRING_0_0$ endete mit der Niederlage von $TAG_3_0$.;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_NEWS_LARGE;Scientists and engineers in $TAG_0_0$ are reported to have invented $STRING_0_1$. ;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_NEWS_LARGE2;Science Report: Improvements and innovations in the field of $STRING_0_1$ have been patented and registered by researchers in $TAG_0_0$. The documentation of these advancements, although currently a secret kept behind closed doors, is expected to progressively spread to other lands and in time contribute to the progress of science in the world. ;;Forschungsbericht: Verbesserungen und Innovationen im Feld von $STRING_0_1$ wurden von Forschern in $TAG_0_0$ patentiert und eingetragen. Es wird damit gerechnet, dass die Dokumentation dieser Fortschritte trotz bisheriger strenger Geheimhaltung in anderen Ländern weite Verbreitung finden wird und dem wissenschaftlichen Fortschritt der gesamten Welt nutzen wird.;;;;;;;;;;;x,,,,,,,,,,,
INVENTION_NEWS_MEDIUM;Scientists and engineers in $TAG_0_0$ are reported to have invented $STRING_0_1$. ;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_NEWS_MEDIUM2;Improvements and innovations in the field of $STRING_0_1$ have been registered in the National Patent Office of $TAG_0_0$. ;;Verbesserungen und Innovationen im Feld von $STRING_0_1$ wurden im Nationalen Patentamt in $TAG_0_0$ eingetragen.;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_NEWS_SMALL;Scientists and engineers in $TAG_0_0$ are reported to have invented $STRING_0_1$. ;;Forscher und Ingenieure in $TAG_0_0$ haben lt. Meldungen $STRING_0_1$ erfunden. ;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_NEWS_SMALL2;New improvements and innovations in the field of $STRING_0_1$ have been patented in $TAG_0_0$. ;;Neue Verbesserungen und Innovationen im Feld von $STRING_0_1$ wurden in $TAG_0_0$ patentiert.;;;;;;;;;;;x ,,,,,,,,,,,,,,
INVENTION_NEWS_TITLE_LARGE;INVENTION!;;ERFINDUNG!;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_NEWS_TITLE_LARGE2;New patent!;;Neues Patent!;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_NEWS_TITLE_MEDIUM;INVENTION!;;ERFINDUNG!;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_NEWS_TITLE_MEDIUM2;New patent!;;Neues Patent!;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_NEWS_TITLE_SMALL;Invention!;;Erfindung!;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_NEWS_TITLE_SMALL2;New patent!;;Neues Patent!;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_SUFFIX1;Progress marches ever onwards!;;Fortschritt nicht aufzuhalten!;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_SUFFIX2;Truely the light of the future!;;Wahrhaft das Licht der Zukunft!;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_SUFFIX3;This may doom us all!;;Dies kann uns alle vernichten!;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_SUFFIX4;Good news, everyone!;;Gute Nachrichten!;;;;;;;;;;;x,,,,,,,,,,,,,
INVENTION_SUFFIX5;This is the dawn of a new age!;;Dies ist der Beginn eines neuen Zeitalters!;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_SUFFIX6;Today's progress was yerterday's plan.;;Heutiger Fortschritt ist die Planung von gestern.;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_SUFFIX7;Let us hope they use it for good.;;Hoffentlich findet dies einen guten Einsatz.;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_SUFFIX8;Science never sleeps!;;Die Forschung schläft nie!;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_SUFFIX_LONG1; But at what cost?;;Zu welchem Preis?;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_SUFFIX_LONG2; Whatever will they think of next?;;Was werden sie als nächstes erfinden?;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_SUFFIX_LONG3; It will never catch on.;;Das wird nie was werden.;;;;;;;;;;;x,,,,,,,,,,,,,,
INVENTION_SUFFIX_LONG4; They clearly stole the idea from us.;;Idee ganz eindeutig von uns gestohlen.;;;;;;;;;;;x,,,,,,,,,,,,,,
KEYNAME;TEXT;;TEXT;;;;;;;;;;;x,,,,,,,,,,,,,,
news1;The government of $TAG_2_0$ offered the peace with the following terms: $STRING_0_1$;;Die Regierung von $TAG_2_0$ bot unter folgenden Bedingungen Frieden an: $STRING_0_1$;;;;;;;;;;;x,,,,,,,,,,,,,,
PARTY_NEWS_TITLE_LARGE;NEW POLITICAL PARTY IN $TAG_0_0_UPPER$;;NEUE PARTEI IN $TAG_0_0_UPPER$;;;;;;;;;;;x,,,,,,,,,,,,,,
PARTY_NEWS_LARGE;A new $STRING_0_2$ political party, the $STRING_0_0$, has been formed in $TAG_0_0$. 'We're currently in the process of recruiting new members and organizing the support structure every modern political unit requires', a party official commented. Uniting disgruntled activists and disillusioned members of other outfits, the new party announced to have scheduled a national convention, where they plan to elect their representatives and agree on the platform. They claim to remain optimistic about ever coming to power despite all odds.;;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, wurde in $TAG_0_0$ gegründet. Sie sind zuversichtlich, dass sie die nächste Wahl gewinnen.;;;;;;;;;;;x,,,,,,
PARTY_NEWS_TITLE_MEDIUM;NEW POLITICAL PARTY IN $TAG_0_0_UPPER$;;NEUE PARTEI IN $TAG_0_0_UPPER$;;;;;;;;;;;x,,,,,,,,,,,,,,
PARTY_NEWS_MEDIUM;A new $STRING_0_2$ political party, the $STRING_0_0$, has been formed in $TAG_0_0$. Uniting disgruntled activists and disillusioned members of other outfits, the new party announced to have scheduled a national convention.;;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, wurde in $TAG_0_0$ gegründet. Sie sind zuversichtlich, dass sie die nächste Wahl gewinnen.;;;;;;;;;;;x,,,,,,,,
PARTY_NEWS_TITLE_SMALL;New Party;;Neue Partei;;;;;;;;;;;x,,,,,,,,,,,,,,
PARTY_NEWS_SMALL;A new $STRING_0_2$ political party, the $STRING_0_0$, has been formed in $TAG_0_0$. They claim to remain optimistic about ever coming to power despite all odds.;;Neue $STRING_0_2$ politische Partei, namens STRING_0_0, in $TAG_0_0$ gegründet.;;;;;;;;;;;x,,,,,,,,,,
PROVINCE_NEWS_TITLE_LARGE;$TAG_0_1_UPPER$ EXPANDS!;;$TAG_0_1_UPPER$ DEHNT SICH AUS!;;;;;;;;;;;x,,,,,,,,,,,,,,
PROVINCE_NEWS_LARGE;The province of $STRING_0_0$ now belongs to $TAG_0_1$. The foreign minister of $TAG_0_1$ has stated that '$STRING_0_0$ is an integral part of $TAG_0_1$' and that '$TAG_0_0$ has no claim to it now it is back in our rightful hands'.;;Die Provinz von $STRING_0_0$ gehört nun zu $TAG_0_1$. Der Außenminister von $TAG_0_1$ sagt, dass '$STRING_0_0$ ein integraler Teil von $TAG_0_1$' ist und '$TAG_0_0$ keinerlei Ansprüche auf die Provinz hat'.;;;;;;;;;;;x,,,,,,,,,,,,,
PROVINCE_NEWS_TITLE_MEDIUM;$TAG_0_1_UPPER$ EXPANDS!;;$TAG_0_1_UPPER$ DEHNT SICH AUS!;;;;;;;;;;;x,,,,,,,,,,,,,,
